id,name,account_root_id:id,tax_code_root_id:id,bank_account_view_id:id,property_account_receivable:id,property_account_payable:id,property_account_expense_categ:id,property_account_income_categ:id
l10n_au_premium,(custom) Premium Wines (Singapore),00000,0,110100,111100,210100,510100,410300
